99.999999101.010005
110.750003
111.239999
104.96
104.95
108.099999
105.28
102.300004
102.700002
99.190003
100.949999
101.010005
100.740004
102.529998
101.599998
106.630005
107.45
110.56
112.340003
114.420005
116.950004
119.810003
117.400001
118.840004
120.939999
119.560002
121.300005
126.700003
129.900001
130.799994
135.250008
134.660007
137.549997
136.919997
138.719999
136.999995
134.439997
143.320009
141.010004
144.93
143.199997
150.500001
148.030001
144.399998
170.54
176.40001
186.339996
182.720008
186.680003
198.89001
193.550003
198.779997
198.179996
188.440005
181.979995
170.930006
174.100005
170.669997
169.130004
185.230007
180.450002
177.499998
169.020007
170.290006
169.100005
164.469996
167.970002
174.820002
175.800009
180.360004
180.709996
181.949996
179.9
179.949999
179.130004
176.000004
170.350005
170.250007
173.430006
172.170006
171.000004
177.990001
176.949996
176.760001
181.999995
186.309996
183.900009
187.449999
189.150003
192.110007
191.78
192.970002
199.230001
197.4
201.400009
193.450005
195.079996
190.639997
194.50001
195.619998
194.329999
195.380004
196.000004
200.970005
204.650006
192.499998
194.540009
188.689999
181.939996
179.27
188.759998
190.019997
193.689999
194.379998
215.549999
205.990004
206.470007
205.260007
196.959996
200.76001
191.969995
186.660003
182.850005
193.600001
194.700005
197.830005
198.510004
196.500007
193.300009
183.370007
189.150003
186.000004
189.29
185.950005
186.130001
186.700002
187.780006
189.100005
184.210002
181.010004
180.440002
178.330008
175.300006
176.700002
177.130007
178.809996
179.27
181.18
177.970002
180.699996
181.680003
181.050003
180.639998
177.950002
181.760001
179.949999
187.730007
189.240001
188.779997
193.689999
193.089999
193.000001
193.470005
193.270009
190.099995
184.580008
189.329999
198.580002
200.420003
222.900003
217.820005
220.220007
217.990001
219.50001
221.909997
222.050008
221.849998
227.230004
228.620001
228.400006
228
225.470001
228.970007
230.810008
229.180002
229.680005
230.559999
233.610001
240.340004
241.209998
243.159996
256.96001
252.730007
260.960004
260.460016
269.430011
283.20001
288.729997
286.790014
282.389999
297.100006
292.850019
284.720004
286.990009
279.820001
278.590001
274.999997
274.260015
278.999991
276.090001
288.070013
289.670005
288.000015
290.900005
298.899993
306.279996
302.499997
294.340013
295.039996
292.100006
297.300001
289.390012
296.249997
296.399993
293.390005
292.509996
305.340019
301.239997
299.999997
302.100006
305.570013
314.049989
306.369994
302.389999
295.009996
297.739991
297.409999
292.140005
288.120012
291.600019
298.000015
295.550014
297.499997
293.6
291.96001
291.299995
285.890005
283.360006
289.800002
284.88
285.510015
275.910005
280.990003
281.239997
276.159999
277.569995
282.549996
283.480003
282.240003
287.389999
288.230009
285.910005
286.50999
288.999991
285.890005
294.830001
297.280002
301.750015
308.99999
308.729997
299.520008
304.01999
301.000003
306.149999
308.410005
311.49999
313.000015
319.500009
314.949998
314.220015
306.680016
314.220015
313.629999
319.949998
312.689992
314.140017
314.790001
313.310007
310.610012
305.199992
302.000009
299.899999
297.499997
304.959997
303.99999
309.989997
345.800007
343.370005
345.780007
346.279995
356.600018
355.27002
360.23999
371.860011
381.700015
382.409998
389.979996
395.099993
394.250014
386.670016
378.360005
395.119993
392.120005
394.380011
396.199997
401.800012
403.490002
399.170016
408.649998
417.040006
425.780007
429.819999
424.460008
404.260013
409.200015
416.940009
417.000007
408.699997
406.159998
405.300018
414.999995
414.630004
412.499995
417.040006
419.110017
425.340017
432.200002
427.860017
433.55
431.770013
432.150004
431.860011
424.340011
427.980014
417.270001
422.519995
443.899991
446.000001
456.87001
466.410021
464.420009
471.269994
473.719995
464.310011
463.060011
447.3
451.169997
438.699996
407.379998
436.03
451.259995
439.540006
434.999995
429.230014
430.570012
389.030019
403.819994
393.619999
385.310018
382.990014
368.480002
371.199997
361.950009
346.640017
